"","X1","Y1","ProbId1","X2","Y2","ProbId2","X3","Y3","ProbId3","X4","Y4","ProbId4","X5","Y5","ProbId5","X6","Y6","ProbId6","X7","Y7","ProbId7","X8","Y8","ProbId8"
"54",724.52,277.36,1,1191,578.49,0.99964,648.43,387.12,0.9849,1116.4,871.09,0.99981,1256.7,572.79,0.99967,1068.1,722.07,1,1269.7,629.73,0.99883,745.16,291.2,0.98935
"55",713.83,279.1,1,1197.1,572.79,0.99964,652.53,378.37,0.9849,1127.3,864.93,0.99981,1251.6,561.66,0.99967,1074.6,718.67,1,1269.7,622.63,0.99883,755.5,287.13,0.98935
"56",706.87,280.23,1,1203.1,567.35,0.99964,656.9,369.69,0.9849,1136.1,859.64,0.99981,1247.2,552.62,0.99967,1082.1,714.87,1,1268.7,613.03,0.99883,765.61,283.29,0.98935
"57",698.47,281.41,1,1207.8,563.07,0.99964,661,361.73,0.9849,1146.3,853.96,0.99981,1243.2,543.91,0.99967,1089.3,711.2,1,1267.3,602.69,0.99883,773.17,280.48,0.98935
"58",691.71,282.33,1,1212.3,559.09,0.99964,664.73,354.78,0.9849,1154.2,850.06,0.99981,1242.4,532.38,0.99967,1095.9,707.6,1,1264.9,592.72,0.99883,781.41,277.15,0.98935
"59",685.02,283.58,1,1216.3,555.3,0.99964,667.93,348.95,0.9849,1161.9,845.59,0.99981,1238.9,516.65,0.99967,1100.8,704.97,1,1262.9,584.56,0.99883,789.13,274.21,0.98935
"60",677.8,288.43,1,1220.1,551.88,0.99964,673.89,344.4,0.9849,1169.1,839.28,0.99981,1236.7,502.6,0.99967,1105.5,702.72,1,1258.9,575.82,0.99883,795.77,271.58,0.98935
"61",670.79,293.58,1,1224.6,548,0.99964,684.03,338.9,0.9849,1179,832.26,0.99981,1234,489.39,0.99967,1110.8,697.35,1,1255.7,566.85,0.99883,801.91,269.52,0.98935
"62",665.34,297.46,1,1226.8,544.72,0.99964,695.25,334.07,0.9849,1188.7,822.95,0.99981,1231,477.13,0.99967,1116.2,689.05,1,1253.4,557.55,0.99883,806.76,270.04,0.98935
"63",662.27,301.46,1,1227.2,537.3,0.99964,705.85,329.64,0.9849,1195.6,816.71,0.99981,1228.7,467.02,0.99967,1122.8,678.42,1,1251.9,549.79,0.99883,812.15,273.33,0.98935
"64",656,309.09,1,1226,527.82,0.99964,716.05,325.14,0.9849,1203.1,808.82,0.99981,1226.6,458.64,0.99967,1128.6,668.3,1,1252.1,539.53,0.99883,817.78,278.94,0.98935
"65",651.57,313.57,1,1224.4,519.67,0.99964,723.67,321.86,0.9849,1209.5,801.65,0.99981,1222.2,450.41,0.99967,1134.2,659.19,1,1251.1,527.46,0.99883,822.71,283.86,0.98935
"66",647.29,317.14,1,1222.8,511.87,0.99964,730.91,318.93,0.9849,1216.1,794.39,0.99981,1213.2,444.25,0.99967,1139.4,650.27,1,1250.3,516.49,0.99883,826.67,288,0.98935
"67",643.19,320.34,1,1220.8,503.1,0.99964,737.83,316.02,0.9849,1218.9,791.11,0.99981,1202.9,436.54,0.99967,1143.6,642.69,1,1249.2,506.99,0.99883,830.35,292.26,0.98935
"68",639.66,323.22,1,1217.6,494.04,0.99964,743.69,313.8,0.9849,1224.1,784.81,0.99981,1190.2,429.89,0.99967,1146.9,637.11,1,1247.8,497.92,0.99883,833.18,295.46,0.98935
"69",638.86,324.23,1,1215.4,484.67,0.99964,749.07,311.5,0.9849,1225.9,776.46,0.99981,1179.9,423.38,0.99967,1150.3,631.06,1,1246.5,489.58,0.99883,836.73,299.75,0.98935
"70",636.45,325.09,1,1212.4,475.16,0.99964,754.57,309.11,0.9849,1228.4,764.02,0.99981,1170.8,418.13,0.99967,1152.5,626.28,1,1245.1,481.73,0.99883,839.39,302.96,0.98935
"71",633.22,325.13,1,1209.9,467.52,0.99964,759.96,306.81,0.9849,1230.1,755.27,0.99981,1162.7,413.52,0.99967,1154.8,619.69,1,1244,475.24,0.99883,842.35,306.57,0.98935
"72",630.75,325.82,1,1207.2,460.15,0.99964,763.49,305.23,0.9849,1231.3,746.1,0.99981,1155,409.38,0.99967,1155.1,613.72,1,1243.6,469.97,0.99883,844.76,312.11,0.98935
"73",626.02,328.67,1,1202,452.52,0.99964,768.48,303.18,0.9849,1232.2,736.52,0.99981,1147.7,405.27,0.99967,1150,600.38,1,1238.9,461.16,0.99883,845.67,318.1,0.98935
"74",624.15,331.75,1,1196.5,443.97,0.99964,772.56,299.58,0.9849,1233.1,729.89,0.99981,1141.6,399.94,0.99967,1144.3,584.94,1,1232.2,453.12,0.99883,850.06,329.31,0.98935
"75",623.14,333.48,1,1191.6,437.02,0.99964,778.27,293.1,0.9849,1233.9,722.18,0.99981,1135.6,387.44,0.99967,1139.8,572.26,1,1226.5,446.26,0.99883,853,338.91,0.98935
"76",621.54,337.79,1,1187,430.55,0.99964,784.22,287.58,0.9849,1233,715.39,0.99981,1128.9,371.45,0.99967,1135.4,560.52,1,1220.5,439.27,0.99883,855.63,348.47,0.98935
"77",618.39,344.7,1,1181,424.54,0.99964,790.34,282.26,0.9849,1230.2,701.68,0.99981,1123.6,358.1,0.99967,1131.3,549.52,1,1216.9,435.04,0.99883,857.56,355.67,0.98935
"78",618.05,351,1,1172.5,417.19,0.99964,795.54,277.39,0.9849,1226.6,688.53,0.99981,1118.5,345.47,0.99967,1128,539.82,1,1212.5,429.9,0.99883,859.14,362.02,0.98935
